number_of_rooms,floor,floors,combined_bathroom,shared_bathroom,passenger_elevator,cargo_elevator,loggia,parking,balcony,price,total_area,living_area,kitchen_area,year_of_construction,full_adress,distnce_metro,type_of_accommodation0,type_of_accommodation1,type_of_house0,type_of_house1,type_of_house2,type_of_house3,type_of_house4,type_of_house5,type_of_house6,type_of_house7,repair0,repair1,repair2,repair3,repair4,repair5,district0,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13
2,3,13,1,1,1,1,1,1,0,22100000,78.0,41.0,15.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1",0.5323660851381751,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,7,1,0,1,1,0,0,0,21700000,98.0,60.0,25.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1",1.1574334808653493,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,7,7,0,0,1,1,0,0,0,21700000,98.0,60.0,25.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1",1.1574334808653493,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,1,7,0,2,1,1,0,0,0,26200000,118.0,80.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1",1.1574334808653493,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,7,7,0,2,1,1,0,0,0,27300000,124.0,80.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1",1.1574334808653493,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,2,15,2,0,1,1,0,1,0,9522000,92.0,50.0,12.8,2020,"Москва, НАО (Новомосковский), Московский поселение, Саларьево деревня, ул. 2-я Новая, 23с1",4.650394605517136,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,13,1,1,1,1,1,1,0,35800000,137.0,81.0,15.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1",0.5323660851381751,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,11,45,0,1,1,1,1,1,0,7092900,63.9,30.2,10.6,2013,"Москва, ЮАО, р-н Бирюлево Восточное, Михневская ул., 8",4.204969201845493,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,7,7,0,2,1,1,1,0,0,37000000,180.1,90.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1",1.1574334808653493,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,4,6,0,2,1,1,0,0,0,41000000,155.0,120.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1",1.1574334808653493,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,43,53,0,2,1,1,0,0,0,46918903,99.0,60.0,30.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,35,0,2,1,1,1,1,0,45000000,200.0,120.0,15.0,2001,"Москва, СЗАО, р-н Щукино, Авиационная ул., 79",1.3084502383437255,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,24,0,1,1,1,1,1,0,8500000,38.9,19.2,10.0,2015,"Москва, ЮАО, р-н Нагатинский затон, Коломенская ул., 12к2",2.763500305349865,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,13,14,1,0,1,1,0,1,0,3009510,30.51,13.8,5.0,2019,"Москва, НАО (Новомосковский), Десеновское поселение, Калужское шоссе, 35-й км",14.617940358571715,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,42,73,2,1,1,1,0,1,0,97788873,220.0,157.0,10.0,2009,"Москва, ЦАО, р-н Пресненский, наб. Пресненская, 8с1",0.22178395377772966,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,4,13,1,0,1,1,0,1,0,7360500,52.5,27.3,12.3,2019,"Москва, СВАО, р-н Отрадное, Высоковольтный проезд, 5С1",1.292757071716945,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,29,38,0,0,0,0,0,0,0,35800000,130.0,100.0,20.0,2010,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 111к1",1.7404275031338814,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,23,43,0,0,0,0,0,0,0,37000000,110.0,80.0,15.0,2006,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 70к1",2.6177175611375576,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,9,1,1,1,1,0,1,0,38500000,90.0,47.7,19.0,2015,"Москва, ЦАО, р-н Басманный, Нижняя Красносельская ул., 35С48",0.5910559066286927,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,3,23,1,0,1,1,1,0,0,4725600,35.8,22.4,5.0,2017,"Москва, ЮЗАО, р-н Южное Бутово, Старокрымская ул., 15к1",1.112706039133274,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,10,22,0,0,0,0,0,0,0,34000000,127.0,90.0,18.0,2012,"Москва, ЗАО, р-н Фили-Давыдково, Давыдковская ул., 18",1.1232998703970538,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8,23,0,0,0,0,0,0,0,34500000,110.0,80.0,20.0,2012,"Москва, ЗАО, р-н Тропарево-Никулино, ул. Мичуринский проспект Олимпийская деревня, 1к1",2.121588347220375,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,6,0,0,0,0,0,0,0,33700000,100.0,60.0,30.0,2006,"Москва, ЗАО, р-н Очаково-Матвеевское, Староволынская ул., 15к1",1.7776747636349857,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,23,1,0,1,1,1,0,0,5156200,39.8,14.7,10.4,2017,"Москва, ЮЗАО, р-н Южное Бутово, Старокрымская ул., 15к1",1.112706039133274,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,3,31,0,3,1,1,1,0,0,12847000,88.6,50.5,14.6,2017,"Москва, ВАО, р-н Соколиная гора, просп. Буденного, 51к1",1.2054189574069003,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,24,24,0,1,1,1,0,0,0,8341900,59.28,31.9,15.2,2017,"Москва, ЮВАО, р-н Рязанский, 2-й Грайвороновский проезд, 38к2",1.9397520543709628,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,5,15,0,0,0,0,0,0,0,49000000,140.0,115.0,20.0,2010,"Москва, ЗАО, р-н Раменки, Ломоносовский просп., 25к1",0.14209823321452816,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10,15,0,0,0,0,0,0,0,66000000,140.0,120.0,20.0,2010,"Москва, ЗАО, р-н Раменки, Ломоносовский просп., 25к1",0.14209823321452816,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3,23,0,0,0,0,0,0,0,38000000,100.0,70.0,20.0,2012,"Москва, ЗАО, р-н Тропарево-Никулино, ул. Мичуринский проспект Олимпийская деревня, 1к1",2.121588347220375,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9,43,0,0,0,0,0,0,0,40900000,125.0,80.0,20.0,2004,"Москва, ЗАО, р-н Фили-Давыдково, Давыдковская ул., 3",0.8198485106731115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,20,23,0,0,0,0,0,0,0,38500000,100.0,70.0,20.0,2012,"Москва, ЗАО, р-н Тропарево-Никулино, ул. Мичуринский проспект Олимпийская деревня, 1к1",2.121588347220375,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,14,33,0,0,0,0,0,0,0,61400000,140.0,80.0,35.0,2008,"Москва, ЗАО, р-н Очаково-Матвеевское, Нежинская ул., 1к4",1.3655600316286682,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,27,33,0,0,0,0,0,0,0,66674231,146.0,100.0,35.0,2008,"Москва, ЗАО, р-н Очаково-Матвеевское, Нежинская ул., 1к2",1.2916212118774937,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,17,0,0,0,0,0,0,0,46800000,96.0,70.0,17.0,2010,"Москва, ЗАО, р-н Раменки, Ломоносовский просп., 25к1",0.14209823321452816,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,12,55,0,0,0,0,0,0,0,55000000,100.0,70.0,20.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,11,18,0,0,0,0,0,0,0,56700000,170.0,120.0,25.0,2009,"Москва, ЦАО, р-н Таганский, ул. Талалихина, 8",1.0470301883170103,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,18,55,0,0,0,0,0,0,0,62500000,240.0,160.0,25.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,23,30,1,1,1,1,0,1,0,20782200,77.56,32.6,24.0,2019,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд",0.6993948379085978,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,23,33,0,0,0,0,0,0,0,46000000,125.0,80.0,25.0,2008,"Москва, ЗАО, р-н Очаково-Матвеевское, Нежинская ул., 1к2",1.2916212118774937,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,16,33,0,0,0,0,0,0,0,69900000,132.0,80.0,35.0,2008,"Москва, ЗАО, р-н Очаково-Матвеевское, Нежинская ул., 1к4",1.3655600316286682,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,9,0,1,1,1,1,0,0,8700000,60.0,42.0,7.0,1968,"Москва, ЗАО, р-н Очаково-Матвеевское, Веерная ул., 3К5",2.6234114685380208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,15,17,0,1,1,1,0,0,1,12300000,60.0,33.0,12.0,2005,"Москва, ЮЗАО, р-н Обручевский, ул. Обручева, 28К7",1.6884182091994238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5,6,6,0,0,0,0,0,0,0,99900000,168.0,110.0,40.0,2006,"Москва, ЗАО, р-н Очаково-Матвеевское, Староволынская ул., 15к1",1.7776747636349857,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,22,0,1,1,1,0,0,0,10000000,58.0,36.0,11.0,2007,"Москва, ВАО, р-н Соколиная гора, ул. 8-я Соколиной Горы, 8к2",1.66969121935068,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,13,17,0,0,0,0,0,0,0,79700000,150.0,110.0,17.0,2010,"Москва, ЗАО, р-н Раменки, Ломоносовский просп., 25к1",0.14209823321452816,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3,6,3,0,0,0,0,1,0,114210489,170.3,120.0,25.0,1999,"Москва, ЦАО, р-н Хамовники, Сеченовский пер., 3",0.6570172422913924,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,16,30,0,0,0,0,0,0,0,3333711599,129.0,85.0,30.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,14,43,0,0,0,0,0,0,0,80990000,214.0,160.0,25.0,2004,"Москва, ЗАО, р-н Фили-Давыдково, Давыдковская ул., 3",0.8198485106731115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,12,22,0,1,1,1,0,0,1,15500000,80.0,50.0,15.0,1994,"Москва, САО, р-н Хорошевский, Хорошевское ш., 80",0.3284078468852377,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,8,0,1,1,1,0,0,1,15500000,73.0,50.0,9.0,1957,"Москва, ЗАО, р-н Филевский парк, Большая Филевская ул., 13",0.5635497576214415,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,17,17,1,0,1,1,1,1,0,56000000,104.3,60.0,16.0,2009,"Москва, ЦАО, р-н Тверской, Тихвинская ул., 39",0.9892874258566614,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,6,9,0,1,1,0,0,0,1,12850000,84.0,56.0,8.0,1956,"Москва, ВАО, р-н Соколиная гора, просп. Буденного, 30/8",1.5037868055990649,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,22,0,1,1,1,0,0,1,13200000,59.0,34.0,10.0,2005,"Москва, ЮЗАО, р-н Обручевский, ул. Новаторов, 36К5",1.852241484169236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,8,16,0,1,1,1,1,0,0,13000000,68.0,45.0,8.0,1975,"Москва, САО, р-н Головинский, Ленинградское ш., 88",0.5946152806894073,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,10,0,1,1,1,0,0,1,15290000,66.0,51.0,10.0,1973,"Москва, ЦАО, р-н Таганский, Малая Калитниковская ул., 7",0.9991394863052078,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,14,22,1,0,1,1,0,0,1,18600000,77.0,53.0,10.0,2006,"Москва, ЮЗАО, р-н Обручевский, ул. Новаторов, 36К3",1.609202653489733,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,10,34,1,0,1,1,0,1,0,26500000,61.0,38.0,18.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,18,18,0,1,1,1,0,0,1,21500000,80.0,46.0,9.0,2004,"Москва, ЮЗАО, р-н Обручевский, ул. Новаторов, 38К4",1.7863027159157736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,8,12,0,1,1,1,1,0,0,18450000,82.0,42.0,12.0,1974,"Москва, САО, р-н Аэропорт, ул. Степана Супруна, 3-5",1.035131177058755,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,18,0,2,1,0,1,0,0,20500000,105.0,55.0,12.0,1987,"Москва, ЮЗАО, р-н Ломоносовский, ул. Академика Пилюгина, 14К2",1.499255184190065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,6,14,2,0,1,1,0,1,1,19300000,85.7,48.8,14.7,2016,"Москва, ЦАО, р-н Таганский, Сосинская ул., 6",0.7780396112064066,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,27,35,0,2,1,1,1,1,0,26000000,89.0,57.0,20.0,2007,"Москва, ЗАО, р-н Крылатское, ул. Крылатские Холмы, 33к1",0.8791995809406643,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,5,2,0,1,1,0,1,1,26750000,85.2,39.1,22.0,2017,"Москва, ЦАО, р-н Таганский, 2-я Дубровская ул., 5",0.7017880444659587,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,7,31,2,0,1,0,1,1,0,24900000,100.0,83.0,16.0,2009,"Москва, ЗАО, р-н Кунцево, Ярцевская ул., 27к1",0.07352854381077055,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7,24,2,0,1,1,1,1,0,28000000,103.0,65.0,20.0,2009,"Москва, ЗАО, р-н Можайский, Можайское ш., 22к1",1.928226781025868,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,20,23,0,0,0,0,0,0,0,23800000,82.0,34.0,23.0,2010,"Москва, ЗАО, р-н Кунцево, ул. Екатерины Будановой, 5",1.4140569149349629,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,14,2,0,1,1,0,1,1,28000000,121.0,72.9,20.1,2016,"Москва, ЦАО, р-н Таганский, Сосинская ул., 6",0.7780396112064066,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
